epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
248,0.841393,0.12074563,0.20335546,0.11758375,2490.0,-23.447834,0.4,2490.0,0.6
249,0.8413877,0.12062231,0.2033491,0.11755787,2500.0,-10.687419,0.5,2500.0,0.5
250,0.8413799,0.12066648,0.20336534,0.11768298,2510.0,-21.245304,0.2,2510.0,0.5
251,0.84138435,0.120602645,0.20336838,0.117635004,2520.0,-16.34046,0.6,2520.0,0.5
252,0.8414373,0.120654546,0.20335531,0.117623575,2530.0,-16.915924,0.6,2530.0,0.2
253,0.84147257,0.12057662,0.2033694,0.11762576,2540.0,-24.648045,0.3,2540.0,0.8
254,0.8415015,0.12083327,0.20335445,0.117808275,2550.0,-7.028558,0.7,2550.0,0.0
255,0.8414624,0.120785065,0.20337614,0.11799537,2560.0,-25.73917,0.3,2560.0,0.4
256,0.8414852,0.120716564,0.20338888,0.118032284,2570.0,-16.71202,0.6,2570.0,0.4
257,0.84150004,0.12066955,0.20335655,0.11811828,2580.0,-19.191214,0.3,2580.0,0.2
258,0.84150594,0.120668076,0.20335905,0.118194476,2590.0,-16.951694,0.5,2590.0,0.4
259,0.8415725,0.12060613,0.2033763,0.11829308,2600.0,-9.804297,0.6,2600.0,0.3
260,0.84163594,0.12055179,0.20338626,0.1184316,2610.0,-18.673231,0.5,2610.0,0.2
261,0.8416119,0.1205165,0.20337212,0.11838486,2620.0,-18.536963,0.5,2620.0,0.3
262,0.84161586,0.120436974,0.20335941,0.11846739,2630.0,-17.632685,0.5,2630.0,0.4
263,0.841621,0.12039858,0.20336932,0.118613385,2640.0,-22.710094,0.3,2640.0,0.4
264,0.8416472,0.120433815,0.20340803,0.118795395,2650.0,-22.812513,0.2,2650.0,0.6
265,0.8416867,0.12042331,0.20340843,0.11883922,2660.0,-18.08872,0.3,2660.0,0.3
266,0.8416632,0.12036825,0.20338012,0.11893006,2670.0,-14.654312,0.6,2670.0,0.0
267,0.8416856,0.1204032,0.20338444,0.11908731,2680.0,-10.408901,0.7,2680.0,0.4
268,0.84163076,0.12042061,0.20336628,0.11930046,2690.0,-21.290606,0.3,2690.0,0.2
269,0.84160703,0.12034196,0.20336568,0.119404525,2700.0,-11.49569,0.6,2700.0,0.3
270,0.841552,0.12049714,0.20336565,0.11947363,2710.0,-22.313597,0.3,2710.0,0.3
271,0.84153605,0.12038716,0.20336197,0.11950295,2720.0,-21.179438,0.3,2720.0,0.5
272,0.8414565,0.120326094,0.20332152,0.119607724,2730.0,-13.689997,0.5,2730.0,0.3
273,0.8413989,0.12026978,0.2033349,0.119713806,2740.0,-25.681696,0.3,2740.0,0.3
274,0.8414399,0.12021425,0.20336269,0.1197867,2750.0,-10.912555,0.4,2750.0,0.4
275,0.8413978,0.12022844,0.20335588,0.11995285,2760.0,-10.545151,0.5,2760.0,0.3
276,0.841399,0.12015623,0.20338438,0.1199792,2770.0,-11.320515,0.6,2770.0,0.9
277,0.8414987,0.120185904,0.20339878,0.12005257,2780.0,-18.168331,0.4,2780.0,0.2
