epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
278,0.84260994,0.12144198,0.20374388,0.1168189,2790.0,-19.645588,0.3,2790.0,0.6
279,0.8425972,0.12136307,0.20371285,0.11688742,2800.0,-18.852127,0.4,2800.0,0.3
280,0.8425975,0.12135824,0.20370726,0.11691663,2810.0,-19.830467,0.3,2810.0,0.2
281,0.84263444,0.12134817,0.20371065,0.11699817,2820.0,-11.867792,0.6,2820.0,0.3
282,0.84262437,0.1213457,0.20370331,0.116951294,2830.0,-8.920226,0.6,2830.0,0.2
283,0.8426213,0.12129452,0.20368527,0.117004484,2840.0,-19.754292,0.1,2840.0,0.1
284,0.84268886,0.1212551,0.2036995,0.11691564,2850.0,-19.8597,0.3,2850.0,0.2
285,0.8426624,0.12142261,0.20369256,0.11708893,2860.0,-12.724597,0.7,2860.0,0.2
286,0.8426216,0.121394254,0.20367716,0.11703257,2870.0,-15.765043,0.2,2870.0,0.3
287,0.8425105,0.12173646,0.20366178,0.117097855,2880.0,-20.138342,0.4,2880.0,0.4
288,0.84254175,0.12168006,0.20367388,0.11704008,2890.0,-21.262403,0.4,2890.0,0.4
289,0.84260994,0.1216506,0.20369741,0.11703957,2900.0,-18.917572,0.4,2900.0,0.3
290,0.8425944,0.121605776,0.20370089,0.11716356,2910.0,-20.826923,0.4,2910.0,0.3
291,0.8425657,0.12167875,0.20369357,0.117181346,2920.0,-14.158813,0.5,2920.0,0.2
292,0.8425397,0.1216085,0.20371613,0.11737857,2930.0,-19.405529,0.2,2930.0,0.3
293,0.84257776,0.12162597,0.20371968,0.1174655,2940.0,-10.213014,0.7,2940.0,0.4
294,0.84260136,0.1215964,0.20371825,0.11739314,2950.0,-18.097889,0.5,2950.0,0.5
295,0.8425875,0.12180984,0.20371619,0.117425896,2960.0,-19.32347,0.4,2960.0,0.3
296,0.8425904,0.12174346,0.20371915,0.11742458,2970.0,-25.839672,0.2,2970.0,0.4
297,0.84257895,0.12168527,0.20371157,0.11737319,2980.0,-22.572283,0.4,2980.0,0.3
298,0.84257656,0.12184501,0.20370151,0.1174386,2990.0,-29.332798,0.2,2990.0,0.3
299,0.8425968,0.12188911,0.20370775,0.117496416,3000.0,-23.060696,0.4,3000.0,0.3
300,0.8425577,0.12191526,0.20371264,0.11746445,3010.0,-20.019032,0.3,3010.0,0.3
301,0.84255546,0.12188664,0.20372736,0.11754173,3020.0,-14.387949,0.5,3020.0,0.4
302,0.8424964,0.12195394,0.20373923,0.1178188,3030.0,-20.709333,0.3,3030.0,0.3
303,0.8424967,0.12201067,0.2037429,0.117909625,3040.0,-21.944294,0.3,3040.0,0.4
304,0.8425207,0.1219177,0.20375156,0.11791328,3050.0,-10.165144,0.5,3050.0,0.3
305,0.84255534,0.121869974,0.20376149,0.118088625,3060.0,-17.161043,0.3,3060.0,0.3
306,0.84257275,0.12198228,0.20377263,0.118144244,3070.0,-24.685612,0.4,3070.0,0.1
307,0.8425343,0.12209394,0.20379616,0.11829934,3080.0,-10.399845,0.8,3080.0,0.3
308,0.84251183,0.12207234,0.2037831,0.1182048,3090.0,-14.497693,0.3,3090.0,0.3
309,0.84244806,0.12226539,0.203769,0.118297614,3100.0,-9.788157,0.8,3100.0,0.3
310,0.84240633,0.12220299,0.20375781,0.1182613,3110.0,-28.281006,0.3,3110.0,0.6
311,0.8423984,0.122140765,0.20378274,0.11838861,3120.0,-25.219847,0.4,3120.0,0.3
312,0.8423877,0.1223016,0.20377171,0.11851723,3130.0,-23.09299,0.3,3130.0,0.5
313,0.84240276,0.12238711,0.20378125,0.11855248,3140.0,-10.876521,0.5,3140.0,0.3
314,0.8424058,0.12236148,0.20379509,0.118598364,3150.0,-19.789276,0.4,3150.0,0.1
315,0.8423734,0.12230399,0.20381922,0.11872343,3160.0,-10.95456,0.6,3160.0,0.3
316,0.8424019,0.12222046,0.20382988,0.11872044,3170.0,-27.708506,0.4,3170.0,0.3
317,0.84239155,0.12217337,0.20382243,0.118716285,3180.0,-7.80935,0.5,3180.0,0.3
318,0.8423152,0.12228713,0.20380367,0.11883517,3190.0,-16.191977,0.6,3190.0,0.4
319,0.84232765,0.12234265,0.2038093,0.11891409,3200.0,-10.991634,0.7,3200.0,0.3
320,0.84234977,0.122291334,0.20382372,0.11892901,3210.0,-25.50087,0.3,3210.0,0.7
321,0.8424081,0.12230692,0.20384796,0.11904996,3220.0,-8.929026,0.6,3220.0,0.2
322,0.8424073,0.12224894,0.20387043,0.119099304,3230.0,-14.647502,0.7,3230.0,0.6
323,0.84239244,0.12223381,0.20388323,0.11927492,3240.0,-26.11347,0.4,3240.0,0.4
324,0.84234506,0.12233004,0.20389393,0.11943658,3250.0,-20.269299,0.5,3250.0,0.6
325,0.8423252,0.12254035,0.20390199,0.11953763,3260.0,-14.690997,0.4,3260.0,0.3
326,0.8422938,0.12249441,0.2039019,0.11957309,3270.0,-25.392694,0.2,3270.0,0.2
327,0.8422742,0.12244874,0.20389639,0.11957213,3280.0,-11.35914,0.7,3280.0,0.4
328,0.84226733,0.12247756,0.20388728,0.11959288,3290.0,-15.668338,0.4,3290.0,0.4
329,0.8422429,0.122470886,0.20390987,0.11977064,3300.0,-21.44749,0.5,3300.0,0.5
330,0.8422287,0.12250245,0.20391364,0.1198255,3310.0,-21.737415,0.4,3310.0,0.4
331,0.84224397,0.12249022,0.2038999,0.119831726,3320.0,-17.86842,0.5,3320.0,0.2
332,0.8422242,0.12245347,0.20390043,0.11981822,3330.0,-20.943535,0.6,3330.0,0.3
333,0.8422577,0.12249451,0.20392686,0.11990799,3340.0,-31.618158,0.3,3340.0,0.5
334,0.84229213,0.12248397,0.20392439,0.11999364,3350.0,-21.919863,0.4,3350.0,0.3
335,0.8422718,0.12251241,0.20391709,0.12007035,3360.0,-14.996759,0.6,3360.0,0.5
336,0.8422318,0.12244477,0.2039057,0.12002975,3370.0,-26.188278,0.3,3370.0,0.7
337,0.8422324,0.122387074,0.20392422,0.12014138,3380.0,-15.024182,0.7,3380.0,0.4
338,0.84224194,0.12256819,0.20396762,0.12041542,3390.0,-24.144629,0.4,3390.0,0.4
339,0.84222436,0.12256438,0.20394497,0.12064379,3400.0,-23.79722,0.2,3400.0,0.4
340,0.84220266,0.122529864,0.20394817,0.12064826,3410.0,-9.785828,0.8,3410.0,0.6
341,0.8421838,0.12248531,0.20397738,0.12075839,3420.0,-14.522571,0.7,3420.0,0.4
342,0.84225625,0.12253038,0.20400389,0.12076559,3430.0,-13.299954,0.7,3430.0,0.6
343,0.8422663,0.12259832,0.2040193,0.120925725,3440.0,-23.375969,0.3,3440.0,0.3
344,0.8422362,0.12262175,0.20401199,0.12105467,3450.0,-21.05435,0.4,3450.0,0.2
345,0.84230846,0.12277281,0.2040337,0.121143274,3460.0,-28.118809,0.2,3460.0,0.4
346,0.84227556,0.12270621,0.20400771,0.121318035,3470.0,-10.471214,0.8,3470.0,0.5
347,0.8422808,0.12268657,0.20402725,0.121483706,3480.0,-10.344603,0.7,3480.0,0.4
348,0.84226257,0.12279702,0.20402424,0.121609084,3490.0,-16.184137,0.4,3490.0,0.3
349,0.8422766,0.12273797,0.20401627,0.121647395,3500.0,-18.028803,0.3,3500.0,0.5
350,0.8423148,0.122766785,0.20402622,0.121678315,3510.0,-8.941452,0.6,3510.0,0.2
351,0.8423156,0.12272444,0.20401739,0.12167114,3520.0,-14.315567,0.6,3520.0,0.2
352,0.8423597,0.12269325,0.20402785,0.12164682,3530.0,-5.10629,0.7,3530.0,0.4
353,0.8423507,0.122654825,0.20403092,0.121763885,3540.0,-16.335325,0.4,3540.0,0.3
354,0.8423788,0.12260681,0.20403917,0.12185174,3550.0,-16.287678,0.3,3550.0,0.3
355,0.8423047,0.12269794,0.20402443,0.12184365,3560.0,-24.975069,0.3,3560.0,0.5
356,0.84231406,0.122749366,0.2040314,0.12193613,3570.0,-9.838111,0.8,3570.0,0.4
357,0.84226376,0.12267559,0.20402409,0.12200747,3580.0,-19.376038,0.5,3580.0,0.7
358,0.84221363,0.12267717,0.20401306,0.121973924,3590.0,-20.0132,0.4,3590.0,0.5
359,0.8422046,0.122728236,0.20401293,0.12202767,3600.0,-19.455158,0.4,3600.0,0.2
360,0.8422287,0.122683726,0.20403315,0.12207677,3610.0,-10.706724,0.6,3610.0,0.4
361,0.84223086,0.122783385,0.20402825,0.12211804,3620.0,-28.361105,0.3,3620.0,0.3
362,0.8422568,0.12291654,0.20403929,0.12224098,3630.0,-11.866908,0.6,3630.0,0.5
363,0.84231997,0.123022,0.20408486,0.12240601,3640.0,-14.618091,0.4,3640.0,0.3
364,0.84232634,0.123094656,0.20408827,0.122392654,3650.0,-9.011544,0.7,3650.0,0.5
365,0.8422544,0.123096704,0.20405653,0.12249661,3660.0,-4.336293,0.7,3660.0,0.4
366,0.84230703,0.123080194,0.20406789,0.122445986,3670.0,-19.354183,0.4,3670.0,0.6
367,0.8423033,0.12323668,0.20407254,0.12248629,3680.0,-17.646221,0.5,3680.0,0.2
368,0.8422888,0.12322581,0.20407623,0.122514136,3690.0,-15.019533,0.5,3690.0,0.2
369,0.8422399,0.12339746,0.20405918,0.12261509,3700.0,-17.582764,0.3,3700.0,0.2
370,0.8421912,0.123378314,0.20404992,0.12264098,3710.0,-9.049201,0.6,3710.0,0.4
371,0.8421509,0.12338531,0.20404236,0.1226855,3720.0,-7.7828674,0.7,3720.0,0.3
372,0.84220904,0.123421095,0.20405538,0.12266023,3730.0,-5.7572784,0.8,3730.0,0.1
373,0.84224623,0.1234246,0.20405874,0.12263713,3740.0,-8.181255,0.8,3740.0,0.6
374,0.84221107,0.12349949,0.20404509,0.12280068,3750.0,-34.777718,0.1,3750.0,0.2
375,0.84223837,0.12343898,0.20406029,0.12292153,3760.0,-13.20831,0.6,3760.0,0.2
376,0.8422347,0.12342904,0.20405236,0.12287368,3770.0,-14.523926,0.5,3770.0,0.4
377,0.8422745,0.123440325,0.20404345,0.12290286,3780.0,-20.203894,0.4,3780.0,0.2
378,0.8422863,0.12350855,0.20403183,0.12296558,3790.0,-18.818447,0.6,3790.0,0.4
379,0.8422749,0.12349478,0.20402427,0.12293952,3800.0,-16.374577,0.5,3800.0,0.2
380,0.8422706,0.12349058,0.20401892,0.12289505,3810.0,-10.305282,0.7,3810.0,0.4
381,0.842284,0.12356043,0.2040167,0.123016804,3820.0,-22.599667,0.3,3820.0,0.2
382,0.8423305,0.12353393,0.20403317,0.12297405,3830.0,-15.35497,0.4,3830.0,0.2
383,0.842352,0.123637885,0.20403175,0.123101756,3840.0,-12.159113,0.4,3840.0,0.4
384,0.84234375,0.12389042,0.2040331,0.12321428,3850.0,-19.33994,0.4,3850.0,0.2
385,0.84239316,0.124092795,0.20403853,0.123273075,3860.0,-20.381842,0.4,3860.0,0.0
386,0.8424013,0.12423182,0.20405011,0.123466246,3870.0,-14.519327,0.3,3870.0,0.2
387,0.8424224,0.12428395,0.20406145,0.12345872,3880.0,-18.912798,0.4,3880.0,0.3
388,0.84240484,0.124317795,0.20407024,0.123473495,3890.0,-13.779895,0.6,3890.0,0.4
389,0.84241015,0.12439836,0.20407927,0.12350389,3900.0,-8.062731,0.7,3900.0,0.5
390,0.8424466,0.12436229,0.20408186,0.12346401,3910.0,-12.668718,0.5,3910.0,0.2
391,0.8424173,0.12431415,0.20407677,0.12343483,3920.0,-15.3893,0.6,3920.0,0.5
392,0.8424235,0.12436513,0.20407498,0.12349732,3930.0,-8.975698,0.8,3930.0,0.3
393,0.8424451,0.124350905,0.20407733,0.123431556,3940.0,-14.965651,0.4,3940.0,0.3
394,0.8424446,0.1244804,0.20407805,0.12361832,3950.0,-12.2755995,0.3,3950.0,0.4
395,0.84245664,0.124405704,0.20407127,0.12359221,3960.0,-10.1318035,0.6,3960.0,0.7
396,0.84248906,0.124351494,0.2040885,0.12356853,3970.0,-22.353867,0.5,3970.0,0.3
397,0.8424659,0.12431084,0.20408428,0.123596996,3980.0,-15.001062,0.5,3980.0,0.6
398,0.8424666,0.124267764,0.20408791,0.123632364,3990.0,-9.130791,0.8,3990.0,0.0
399,0.84242225,0.12450411,0.20408124,0.12374704,4000.0,-19.410479,0.4,4000.0,0.4
400,0.8424495,0.12447786,0.20409304,0.12381713,4010.0,-6.719615,0.6,4010.0,0.3
401,0.8424433,0.124516845,0.20408396,0.12388716,4020.0,-19.318863,0.4,4020.0,0.2
402,0.84243417,0.12445095,0.20408057,0.1238547,4030.0,-11.512502,0.7,4030.0,0.8
403,0.8424039,0.12442428,0.20409071,0.12386775,4040.0,-12.012267,0.6,4040.0,0.4
404,0.8424192,0.12434783,0.20410512,0.1238277,4050.0,-10.822561,0.8,4050.0,0.3
405,0.84241885,0.12432674,0.20411578,0.12379962,4060.0,-22.717674,0.3,4060.0,0.6
406,0.84248877,0.12432831,0.20412315,0.123765394,4070.0,-19.689693,0.4,4070.0,0.5
407,0.8424615,0.124304585,0.20410232,0.12385416,4080.0,-15.474011,0.6,4080.0,0.3
408,0.8424504,0.12432542,0.20410395,0.12387677,4090.0,-16.703564,0.6,4090.0,0.5
409,0.84247684,0.12429124,0.20411487,0.12381214,4100.0,-21.197586,0.5,4100.0,0.5
410,0.84251565,0.12426118,0.20411791,0.12372884,4110.0,-9.6868,0.8,4110.0,0.2
411,0.8425173,0.124207534,0.20412193,0.12387033,4120.0,-17.622292,0.5,4120.0,0.4
412,0.84253293,0.124283135,0.20413432,0.12390211,4130.0,-14.348066,0.6,4130.0,0.4
413,0.8425433,0.12423574,0.20415416,0.12400371,4140.0,-10.410418,0.6,4140.0,0.4
414,0.8425455,0.12422332,0.20414495,0.12395853,4150.0,-11.922184,0.6,4150.0,0.3
415,0.84256834,0.124161504,0.20415172,0.12389592,4160.0,-16.462185,0.5,4160.0,0.7
416,0.8426204,0.12415892,0.20416708,0.12386859,4170.0,-7.745514,0.9,4170.0,0.3
417,0.8426108,0.12415918,0.20415658,0.123813875,4180.0,-12.608137,0.7,4180.0,0.3
418,0.8426669,0.12411349,0.20416585,0.12375767,4190.0,-9.44348,0.7,4190.0,0.6
419,0.8426575,0.1240699,0.20415477,0.12367304,4200.0,-12.345798,0.7,4200.0,0.1
420,0.84263605,0.12408942,0.20414014,0.12359032,4210.0,-13.461014,0.6,4210.0,0.4
421,0.8426261,0.12406152,0.20414364,0.12361663,4220.0,-12.31595,0.7,4220.0,0.4
422,0.84263724,0.12402847,0.20415157,0.12361457,4230.0,-11.405814,0.6,4230.0,0.2
423,0.84256643,0.12413782,0.20413789,0.12369669,4240.0,-10.389681,0.8,4240.0,0.3
424,0.84261566,0.124094784,0.20415264,0.12373579,4250.0,-14.50144,0.5,4250.0,0.4
425,0.84263307,0.12408813,0.20415188,0.1236553,4260.0,-15.982297,0.6,4260.0,0.4
426,0.84266835,0.12410291,0.20415168,0.12361156,4270.0,-11.888979,0.7,4270.0,0.4
427,0.84267396,0.124131404,0.20415562,0.123705484,4280.0,-9.427364,0.8,4280.0,0.5
428,0.84267765,0.1240859,0.2041561,0.12369698,4290.0,-11.046575,0.7,4290.0,0.3
429,0.8426721,0.12399483,0.20415369,0.12362153,4300.0,-17.676556,0.5,4300.0,0.2
430,0.84270793,0.123912625,0.20417549,0.123638526,4310.0,-11.76914,0.7,4310.0,0.4
431,0.8427236,0.12385196,0.20418152,0.123601735,4320.0,-13.887804,0.5,4320.0,0.4
432,0.8427437,0.12380398,0.20418686,0.1236044,4330.0,-7.360185,0.8,4330.0,0.5
433,0.8426946,0.123740114,0.20416632,0.123609655,4340.0,-11.200904,0.7,4340.0,0.5
434,0.8427225,0.123664856,0.20416994,0.12353567,4350.0,-6.66025,0.8,4350.0,0.4
435,0.84276897,0.12360508,0.20416626,0.1235123,4360.0,-7.199688,0.9,4360.0,0.3
436,0.8428042,0.12355697,0.20417942,0.12355205,4370.0,-8.458951,0.8,4370.0,0.5
437,0.8427829,0.123489134,0.20417406,0.12357252,4380.0,-6.22038,0.9,4380.0,0.7
438,0.84281653,0.12362496,0.20419823,0.12382217,4390.0,-10.321119,0.7,4390.0,0.4
439,0.8428297,0.12358845,0.20422022,0.123830386,4400.0,-16.162983,0.6,4400.0,0.6
440,0.84281856,0.12352768,0.20421262,0.12381441,4410.0,-17.253849,0.6,4410.0,0.4
441,0.84281117,0.12350812,0.20421694,0.123833016,4420.0,-10.290771,0.8,4420.0,0.5
442,0.8428436,0.12345072,0.20420454,0.123833716,4430.0,-12.105986,0.8,4430.0,0.5
443,0.84282774,0.123441726,0.20419586,0.1238544,4440.0,-16.948635,0.6,4440.0,0.6
444,0.8428566,0.1234105,0.20420434,0.123831555,4450.0,-9.251753,0.8,4450.0,0.4
445,0.8428845,0.123328,0.20421258,0.12379202,4460.0,-11.022781,0.8,4460.0,0.6
446,0.8428938,0.123265535,0.20421615,0.123741776,4470.0,-7.6721525,0.8,4470.0,0.5
447,0.84291506,0.12333133,0.20421514,0.12379643,4480.0,-11.515989,0.6,4480.0,0.3
448,0.8429506,0.12330978,0.20421326,0.12377344,4490.0,-9.33798,1.0,4490.0,0.2
449,0.842974,0.123327255,0.20421955,0.12377121,4500.0,-15.277618,0.6,4500.0,0.5
450,0.84295565,0.12355443,0.20420444,0.124016136,4510.0,-6.003634,0.7,4510.0,0.3
451,0.8429617,0.12355695,0.20420264,0.12408436,4520.0,-8.2404995,0.8,4520.0,0.4
452,0.8429499,0.12354215,0.20419896,0.124081716,4530.0,-7.9526978,0.8,4530.0,0.3
453,0.8429335,0.12356567,0.20420496,0.12421687,4540.0,-12.797394,0.7,4540.0,0.5
454,0.84295034,0.12348831,0.20421149,0.12423666,4550.0,-10.375106,0.5,4550.0,0.4
455,0.8430081,0.12344032,0.20420921,0.124284476,4560.0,-10.701554,0.7,4560.0,0.5
456,0.8430417,0.1233997,0.20420586,0.12435135,4570.0,-7.214288,0.9,4570.0,0.4
457,0.84305996,0.123315364,0.20422137,0.12429404,4580.0,-10.893867,0.5,4580.0,0.7
458,0.8430355,0.12329454,0.20421766,0.12433171,4590.0,-4.522551,0.9,4590.0,0.2
459,0.8430478,0.123206876,0.20421936,0.12429981,4600.0,-8.763252,0.7,4600.0,0.7
460,0.8430564,0.123179376,0.20421858,0.12428213,4610.0,-11.574649,0.6,4610.0,0.4
461,0.84309006,0.12309632,0.20422138,0.12420967,4620.0,-10.328168,0.8,4620.0,0.3
462,0.84311724,0.123070896,0.2042261,0.12421734,4630.0,-10.129984,0.7,4630.0,0.4
463,0.84312266,0.12299832,0.20422304,0.124122836,4640.0,-12.608841,0.6,4640.0,0.6
464,0.8431297,0.123013675,0.20422144,0.12415505,4650.0,-10.75951,0.7,4650.0,0.1
465,0.8430961,0.122990765,0.20421165,0.12427772,4660.0,-8.1075,0.8,4660.0,0.7
466,0.8431167,0.1228927,0.20422508,0.124254815,4670.0,-7.4884276,0.8,4670.0,0.7
467,0.8431416,0.122829475,0.20422979,0.12419618,4680.0,-11.078375,0.8,4680.0,0.7
468,0.8431587,0.12277388,0.20423135,0.12415349,4690.0,-2.729382,1.0,4690.0,0.4
469,0.84317297,0.12271047,0.2042361,0.12412962,4700.0,-13.4809265,0.7,4700.0,0.5
470,0.84317297,0.12268137,0.20423718,0.12410131,4710.0,-10.27716,0.7,4710.0,0.3
471,0.84319115,0.12267948,0.20422369,0.124201976,4720.0,-9.9301815,0.8,4720.0,0.5
472,0.8432464,0.12265851,0.20423496,0.12420004,4730.0,-4.8799095,0.9,4730.0,0.4
473,0.8432563,0.122590385,0.20423645,0.124209166,4740.0,-7.2564583,0.9,4740.0,0.6
474,0.8432825,0.12262886,0.20423785,0.124234445,4750.0,-1.5989448,0.9,4750.0,0.1
475,0.84326595,0.12268996,0.20423017,0.124235116,4760.0,-4.745869,0.9,4760.0,0.5
476,0.8432991,0.12266337,0.20422965,0.12420209,4770.0,-5.6874056,0.7,4770.0,0.4
477,0.8433013,0.122594036,0.2042145,0.12420667,4780.0,-7.6700416,0.8,4780.0,0.8
478,0.8433624,0.12255317,0.20422438,0.12417627,4790.0,-9.320404,0.8,4790.0,0.3
479,0.8433623,0.122548304,0.20423424,0.12417591,4800.0,-9.542078,0.7,4800.0,0.6
480,0.8434055,0.12251026,0.20423262,0.124173634,4810.0,-6.1426005,0.8,4810.0,0.5
481,0.8434234,0.12244529,0.20424113,0.12418802,4820.0,-11.447115,0.7,4820.0,0.4
482,0.84342545,0.12239477,0.20424142,0.12416326,4830.0,-13.131703,0.8,4830.0,0.6
483,0.8434364,0.12249381,0.20424627,0.124147244,4840.0,-4.8621264,1.0,4840.0,0.5
484,0.8434231,0.12242258,0.20424497,0.124135315,4850.0,-4.2164,0.9,4850.0,0.5
485,0.8434381,0.12236566,0.20424515,0.124059774,4860.0,-9.931381,0.7,4860.0,0.3
486,0.8434488,0.12229419,0.20424242,0.12404756,4870.0,-10.467259,0.7,4870.0,0.5
487,0.8434611,0.12221626,0.20424539,0.12401949,4880.0,-2.8944385,0.9,4880.0,0.5
488,0.84350497,0.1221432,0.20425229,0.124006175,4890.0,-4.0744743,1.0,4890.0,0.5
489,0.8435196,0.1221062,0.20426382,0.12397322,4900.0,-7.9316583,0.6,4900.0,0.6
490,0.84350127,0.12212157,0.20425703,0.12391441,4910.0,-14.110352,0.5,4910.0,0.7
491,0.8435338,0.122139096,0.20425342,0.12394164,4920.0,-13.137219,0.6,4920.0,0.6
492,0.84356475,0.122135855,0.20427245,0.12401631,4930.0,-9.336184,0.8,4930.0,0.5
